video_id,hour1_views,hour1_likes,hour1_comments,channel_id,publish_time,category,subscriber_count,avg_last10_views,duration_seconds,hook_probability,motion_intensity_3s,face_ratio_3s,cuts_first3s,hook_audio_intensity,tempo_bpm,hook_text_ratio
Jmx_I4KAncg,568,12,1,UCtwEYwuGlESGSUmCLaHv6mQ,2026-03-02T06:33:49Z,People & Blogs,13900,2067.6,44,,,,,,,
nVfToNGFUWA,571,11,2,UCt6lSfrKmjlgQAX1dyyFXnQ,2026-03-02T06:24:30Z,Howto & Style,10600,1062.2,57,,,,,,,
1YsNtmCeAPg,502,0,1,UCOLJxRdz0BMDJ1Ldx0cO52w,2026-03-02T06:25:03Z,People & Blogs,22200,1383.7,34,,,,,,,
2QpQdlfvRGI,4038,93,2,UCfLnBTLKr9DI3LiVV6a1qAQ,2026-03-02T06:17:12Z,Travel & Events,17700,15940.5,51,,,,,,,
BSZA_iADx3Y,823,22,0,UCjc-xfRR18sFgtIQbu_gANw,2026-03-02T06:09:29Z,People & Blogs,67300,2333.3,37,,,,,,,
VRG5_KUF040,568,17,1,UCjg-XZIou0FXmGZ4SiJ8tqQ,2026-03-02T06:00:20Z,Entertainment,94000,2863.6,51,,,,,,,
Kn46CU5J55M,343,0,0,UCLTHs8zzQaKlQCj-8ZpoFQQ,2026-03-02T06:42:54Z,People & Blogs,49400,2758.9,4,,,,,,,
sXKCCrvzav4,4714,77,3,UCS4IVqkQ25cs1nbvwzq3Zjg,2026-03-02T06:32:00Z,Entertainment,35300,43741.1,14,,,,,,,
BMDOMGAdaB0,447,4,0,UCbCYsHN2g5L5fsgexNSjS0A,2026-03-02T07:09:17Z,People & Blogs,16100,3564.4,54,,,,,,,
fbKBNUXkuC4,5132,44,0,UCB_jwYd_lZQvDaDzAD-4iRQ,2026-03-02T07:07:51Z,Education,11600,1813.2,14,,,,,,,
w410wT5qlR0,5551,773,14,UCshKaWf6Z29-06jj04eaFKg,2026-03-02T07:07:21Z,People & Blogs,66200,92209.9,21,,,,,,,
vBzQve1M9Dg,2583,0,0,UCvOfNkt1Xtik4vFdSGoGKUg,2026-03-02T07:05:51Z,People & Blogs,92600,9893.4,15,,,,,,,
ceu0MdTaGNQ,1017,3,0,UCvBGUYYpfEVHtGI0gVi5g_g,2026-03-02T07:06:43Z,People & Blogs,16100,17851.7,11,,,,,,,
hQAIxkiS5tI,5154,189,4,UCrx-Giv88h25NPD-_EsSk-Q,2026-03-02T07:00:37Z,People & Blogs,23300,11261.9,50,,,,,,,
AMqANkMI9dU,468,6,0,UCgckgZoyPlrMUIVl5HCTNNg,2026-03-02T07:00:08Z,People & Blogs,15700,1294.7,46,,,,,,,
LAEaaH_rrzs,5174,0,0,UCi7A9187KlD-FYvA0Exl-Jw,2026-03-02T07:00:21Z,Entertainment,17600,19529.5,43,,,,,,,
I70oUoD7wd8,2020,105,1,UCQgWb3xGvq7WNJpvnqTWZiw,2026-03-02T07:00:04Z,People & Blogs,31400,14559.5,55,,,,,,,
2gSmvdWHMqc,2191,82,8,UCBCyWjFO1kGlIRuPNYpS_4g,2026-03-02T07:00:04Z,People & Blogs,21000,10134.6,45,,,,,,,
fLJMwNzLFo0,3757,0,6,UCg83L0IHZWp6YlqEZxwj6lA,2026-03-02T06:58:51Z,People & Blogs,30900,22491.0,45,,,,,,,
NmVBVMoy1wk,458,4,0,UCZmt0qSbGZhORi1Wtipn8uw,2026-03-02T06:56:32Z,People & Blogs,35000,947.8,29,,,,,,,
zHd5AGUWz9k,402,5,0,UCqaHnvXAKWSDPvj3MAY9jWw,2026-03-02T07:30:25Z,Entertainment,33400,570.6,22,,,,,,,
hM1rpPafLto,1569,20,0,UCTyrOTAu3I24oxMIb6acxwA,2026-03-02T07:30:20Z,People & Blogs,22100,1459.0,8,,,,,,,
CYrif8Zk5Xo,136,3,0,UCJ66K9xLPD65Y29KiDc3ZpQ,2026-03-02T07:27:38Z,People & Blogs,11500,122.0,7,,,,,,,
F3Ujsg6976M,121,0,0,UCG7jVrefi2N7F7UzNtDdQlg,2026-03-02T07:04:35Z,Howto & Style,25500,927.9,26,,,,,,,
RoMHKs48P2k,53,2,0,UC_99aje3ihLZuBJcItq7b9A,2026-03-02T07:02:48Z,People & Blogs,33600,1135.8,16,,,,,,,
c1FBVx-Ht-w,232,0,0,UCkNCOJSv5gCfMpHmiwofzcQ,2026-03-02T08:30:26Z,People & Blogs,12600,1021.7,43,,,,,,,
ty0gTr4f6cU,2586,75,0,UC9c5rg7Gshycf8aVvhlHzDQ,2026-03-02T08:10:29Z,People & Blogs,92600,25539.7,22,,,,,,,
